Date,Ticker,Open,High,Low,Close,Volume
2023-05-08,GOOG,108.85,109.71,102.16,103.35,37678761
2023-05-09,AMZN,413.55,420.49,398.62,412.44,85302371
2023-05-10,TSLA,252.5,268.1,234.0,260.3,48564670
2023-05-11,AMZN,164.43,183.33,151.53,162.64,18427294
2023-05-12,MSFT,481.58,487.45,466.6,487.06,99309298
2023-05-13,AMZN,198.22,215.41,182.83,188.97,68746408
2023-05-14,GOOG,483.68,488.63,474.9,485.98,8582553
2023-05-15,AMZN,223.57,232.69,211.87,222.59,56829100
2023-05-16,TSLA,197.39,211.61,180.52,200.04,34192076
2023-05-17,GOOG,148.42,151.28,138.31,139.48,4545520
2023-05-18,AAPL,423.14,424.82,412.8,419.75,74757644
2023-05-19,TSLA,262.64,278.48,257.51,274.62,32110655
2023-05-20,TSLA,229.4,243.6,213.57,224.09,27105650
2023-05-21,AMZN,403.18,415.18,385.17,411.11,34793493
2023-05-22,AMZN,400.45,417.0,383.17,406.13,2351278
2023-05-23,AAPL,479.74,497.89,476.91,493.86,39258821
2023-05-24,AMZN,271.1,290.74,255.47,280.07,99279562
2023-05-25,GOOG,189.48,198.18,187.23,195.99,5034197
2023-05-26,AAPL,494.57,511.61,490.48,509.55,63602282
2023-05-27,GOOG,391.12,400.8,372.79,396.03,40825923
2023-05-28,GOOG,187.52,193.33,168.96,170.04,89677784
2023-05-29,AAPL,342.31,342.8,322.47,323.54,44204104
2023-05-30,GOOG,478.22,496.11,477.15,481.09,34982329
2023-05-31,AAPL,283.85,287.44,265.89,266.27,54826739
2023-06-01,MSFT,111.35,125.44,93.19,120.62,92294108
2023-06-02,TSLA,181.09,197.15,172.27,175.21,88699663
2023-06-03,MSFT,270.15,289.0,266.65,270.15,59508274
2023-06-04,AAPL,390.55,402.69,378.78,394.75,21076776
2023-06-05,TSLA,142.22,157.07,127.82,149.39,44905072
2023-06-06,MSFT,302.22,303.49,302.02,302.09,18190897
2023-06-07,TSLA,392.32,403.48,381.61,387.86,3331490
2023-06-08,MSFT,460.39,462.69,443.06,460.13,91300691
2023-06-09,AMZN,300.23,316.3,297.72,312.52,80473027
2023-06-10,GOOG,149.04,167.12,137.05,164.91,98619998
2023-06-11,MSFT,115.9,118.02,114.65,116.58,9490949
2023-06-12,TSLA,200.63,210.95,183.32,186.02,11580783
2023-06-13,AAPL,215.12,219.34,201.94,214.82,18600887
2023-06-14,TSLA,231.89,247.74,226.48,242.84,64960841
2023-06-15,AAPL,491.54,506.76,478.47,483.76,80526320
2023-06-16,TSLA,148.35,161.64,132.93,154.75,5890466
2023-06-17,TSLA,105.51,120.13,91.19,115.53,12515570
2023-06-18,TSLA,402.88,403.48,384.3,401.02,76506623
2023-06-19,GOOG,105.06,112.44,92.32,98.14,14431943
2023-06-20,TSLA,265.07,268.05,246.65,249.06,93746980
2023-06-21,MSFT,220.16,223.84,212.93,218.75,77775525
2023-06-22,AAPL,378.09,378.85,372.03,375.36,35458732
2023-06-23,AMZN,372.93,388.22,370.72,383.77,34766662
2023-06-24,AMZN,292.49,310.68,278.88,303.39,94819492
2023-06-25,AAPL,476.77,477.09,474.6,476.83,24816339
2023-06-26,GOOG,424.02,431.83,423.23,424.9,74948720
2023-06-27,AAPL,498.79,509.45,493.48,499.72,52281751
2023-06-28,GOOG,168.95,188.5,154.5,171.83,31367316
2023-06-29,AMZN,182.91,192.26,169.86,176.03,52066685
2023-06-30,TSLA,247.09,261.62,245.3,248.65,9408437
2023-07-01,AAPL,194.85,207.7,191.46,191.77,96380910
2023-07-02,AAPL,206.31,207.63,199.89,201.81,34533074
2023-07-03,GOOG,352.08,353.41,335.16,339.94,22532462
2023-07-04,AMZN,423.5,427.29,406.63,424.95,43561325
2023-07-05,TSLA,164.63,172.23,163.73,172.07,42009731
2023-07-06,AAPL,367.38,382.68,362.36,377.36,51168774
2023-07-07,GOOG,156.72,168.54,138.83,156.51,95711482
2023-07-08,GOOG,388.83,398.28,381.84,385.77,51465644
2023-07-09,GOOG,113.5,120.68,109.84,112.7,7634219
2023-07-10,TSLA,481.98,483.74,462.78,472.15,52997705
2023-07-11,GOOG,101.4,106.62,94.17,101.73,50733472
2023-07-12,MSFT,246.33,257.53,238.45,249.66,41421931
2023-07-13,AMZN,286.66,297.33,266.71,282.83,59796191
2023-07-14,GOOG,164.74,175.4,163.42,167.82,3769530
2023-07-15,MSFT,495.79,507.61,492.67,502.68,12187370
2023-07-16,MSFT,416.24,434.88,415.87,423.59,64622719
2023-07-17,AMZN,131.25,149.06,115.89,147.13,36031745
2023-07-18,AMZN,409.53,426.99,398.46,402.69,37451479
2023-07-19,GOOG,456.17,460.96,445.0,460.27,48365362
2023-07-20,TSLA,293.81,307.13,282.21,287.87,69379192
2023-07-21,AAPL,440.2,442.26,426.37,434.11,3703481
2023-07-22,GOOG,444.11,457.83,429.17,454.84,71076223
2023-07-23,TSLA,353.58,365.65,340.46,356.47,60964431
2023-07-24,TSLA,178.25,181.74,173.84,177.09,11865432
2023-07-25,AMZN,452.81,460.51,452.38,453.11,16091303
2023-07-26,GOOG,164.36,164.91,149.82,164.47,84693280
2023-07-27,AMZN,126.51,136.87,115.0,134.65,7938294
2023-07-28,TSLA,451.85,456.42,449.4,450.43,66919291
2023-07-29,MSFT,419.21,427.01,409.76,416.35,51061316
2023-07-30,GOOG,406.32,410.74,405.07,406.67,72591671
2023-07-31,AMZN,207.36,212.58,188.45,188.82,61511910
2023-08-01,MSFT,439.9,453.08,434.89,442.78,41326533
2023-08-02,AMZN,459.19,467.62,451.55,460.37,38898422
2023-08-03,AAPL,141.03,155.64,129.34,139.48,55036260
2023-08-04,AAPL,151.33,161.01,135.3,137.29,59710463
2023-08-05,AMZN,304.57,323.64,303.6,319.55,79465480
2023-08-06,GOOG,161.08,170.63,147.59,169.47,73037828
2023-08-07,TSLA,280.72,293.77,268.68,277.67,10389270
2023-08-08,AAPL,268.53,274.84,257.59,261.92,26289203
2023-08-09,TSLA,284.07,293.23,280.03,282.23,28412704
2023-08-10,TSLA,287.15,296.01,284.56,285.17,80644339
2023-08-11,GOOG,457.91,462.31,456.5,459.88,14231009
2023-08-12,MSFT,277.62,282.55,260.32,273.7,44877175
2023-08-13,TSLA,304.36,316.4,290.79,300.25,54984131
2023-08-14,TSLA,169.74,179.15,163.32,167.73,17139413
2023-08-15,MSFT,379.52,391.52,373.97,391.07,52921294
2023-08-16,GOOG,139.87,159.31,134.48,139.11,34247833
2023-08-17,AAPL,457.6,463.41,455.37,458.19,14079354
2023-08-18,MSFT,187.14,195.78,184.81,193.38,25351196
2023-08-19,MSFT,487.24,490.82,474.53,476.64,67950777
2023-08-20,GOOG,265.69,280.48,252.17,257.05,51683786
2023-08-21,AAPL,478.81,496.35,470.36,492.44,32884490
2023-08-22,AAPL,317.24,317.59,309.2,311.95,75805353
2023-08-23,AMZN,211.38,212.5,203.69,210.09,43333907
2023-08-24,MSFT,135.06,140.26,127.74,130.03,25319030
2023-08-25,MSFT,177.05,188.18,170.86,176.9,22719491
2023-08-26,MSFT,387.79,391.21,370.3,372.07,60472567
2023-08-27,AMZN,139.06,150.76,127.51,149.35,23259362
2023-08-28,GOOG,234.16,241.03,230.93,237.96,38761200
2023-08-29,GOOG,192.56,192.94,184.84,191.19,67221380
2023-08-30,MSFT,108.2,109.81,107.41,108.78,69051593
2023-08-31,GOOG,263.12,277.45,254.12,258.31,23891301
2023-09-01,MSFT,220.16,233.59,207.96,227.23,21298274
2023-09-02,AAPL,182.95,184.37,181.24,181.63,49109173
2023-09-03,TSLA,173.79,183.23,172.66,178.09,60738793
2023-09-04,AMZN,253.21,253.21,234.51,239.15,58275340
2023-09-05,AMZN,493.48,495.86,485.19,486.77,80427829
2023-09-06,AAPL,340.57,359.35,331.37,341.83,73265259
2023-09-07,GOOG,189.15,205.18,185.98,201.43,14372567
2023-09-08,AMZN,470.74,471.84,455.28,468.76,43879321
2023-09-09,TSLA,279.2,284.52,278.64,282.08,17370256
2023-09-10,AMZN,188.88,193.45,188.4,189.19,32123658
2023-09-11,AAPL,404.83,415.45,400.34,409.23,68233028
2023-09-12,TSLA,383.87,393.18,380.99,384.22,94310420
2023-09-13,MSFT,432.58,437.53,415.42,428.04,52678197
2023-09-14,TSLA,417.61,437.25,407.07,436.52,89651022
2023-09-15,AAPL,388.38,392.16,374.96,384.8,23218106
2023-09-16,AAPL,409.32,425.84,393.95,399.68,49482952
2023-09-17,GOOG,104.66,121.84,86.49,92.71,23175065
2023-09-18,AAPL,325.61,328.23,308.78,316.79,11384662
2023-09-19,MSFT,173.22,179.5,158.76,171.16,37323910
2023-09-20,AMZN,157.46,171.12,154.2,170.84,44380628
2023-09-21,GOOG,352.28,355.48,339.88,345.02,51945898
2023-09-22,AAPL,400.34,410.78,386.89,390.05,72009335
2023-09-23,AMZN,266.02,267.59,261.61,266.33,89504693
2023-09-24,TSLA,194.47,210.7,184.5,202.27,58204679
2023-09-25,TSLA,255.78,270.75,241.74,265.3,39915109
2023-09-26,TSLA,264.59,274.35,245.82,257.09,89885476
2023-09-27,AMZN,172.14,174.03,164.08,169.68,35933732
2023-09-28,AMZN,396.31,398.32,379.36,392.37,18012797
2023-09-29,GOOG,478.13,490.68,460.61,468.57,93042778
2023-09-30,MSFT,393.35,396.38,392.62,393.69,24307367
2023-10-01,AMZN,253.95,271.98,246.21,247.79,64713000
2023-10-02,AMZN,472.69,473.62,458.76,465.12,27335179
2023-10-03,MSFT,408.18,423.26,399.13,413.86,66989052
2023-10-04,TSLA,352.62,355.88,351.0,354.06,76332342
2023-10-05,TSLA,149.34,158.78,131.83,156.58,87109158
2023-10-06,GOOG,113.7,132.2,108.96,123.62,56800083
2023-10-07,GOOG,145.66,160.74,143.76,149.17,31682760
2023-10-08,GOOG,187.45,206.99,173.63,206.97,38785286
2023-10-09,AAPL,389.22,392.16,379.24,391.11,20378946
2023-10-10,AAPL,476.41,476.64,456.95,471.79,37452969
2023-10-11,TSLA,265.86,270.28,250.56,266.33,30600927
2023-10-12,AMZN,486.19,491.15,473.95,479.29,65347837
2023-10-13,AMZN,210.62,211.33,198.51,204.63,87213055
2023-10-14,TSLA,189.72,202.75,181.3,187.07,37077839
2023-10-15,TSLA,411.39,421.03,399.56,401.04,94562448
2023-10-16,MSFT,348.93,363.88,342.42,346.76,65638647
2023-10-17,AAPL,277.6,287.22,271.08,282.06,32364824
2023-10-18,MSFT,451.34,467.26,443.53,459.07,57014341
2023-10-19,AAPL,323.36,327.48,309.86,312.63,51534943
2023-10-20,AAPL,327.28,333.6,325.02,325.34,7593440
2023-10-21,AAPL,332.39,344.96,324.76,328.7,25395854
2023-10-22,TSLA,457.27,466.79,452.0,454.81,3702995
2023-10-23,GOOG,413.66,420.55,402.56,416.41,73134896
2023-10-24,GOOG,191.63,208.05,185.85,202.84,65447216
2023-10-25,MSFT,235.18,244.46,218.56,229.45,99125352
2023-10-26,AAPL,489.08,493.23,479.27,483.34,6702027
2023-10-27,MSFT,342.09,358.48,335.36,343.15,92133498
2023-10-28,AAPL,309.3,314.0,295.63,312.48,37367952
2023-10-29,GOOG,388.72,389.19,370.8,385.16,60890362
2023-10-30,AMZN,448.48,463.94,434.55,457.51,66761189
2023-10-31,AMZN,373.05,391.47,362.37,384.87,45425046
2023-11-01,MSFT,146.96,161.33,138.69,152.15,77669481
2023-11-02,AMZN,271.74,275.95,251.96,252.17,11167817
2023-11-03,AAPL,142.72,161.55,138.75,143.88,14017189
2023-11-04,MSFT,130.3,145.48,129.84,133.04,85829430
2023-11-05,AAPL,242.87,251.27,231.13,242.61,55185554
2023-11-06,MSFT,473.97,487.73,456.47,482.92,30019626
2023-11-07,MSFT,213.88,215.75,208.93,210.54,92536875
2023-11-08,MSFT,113.03,116.29,96.49,98.62,50247232
2023-11-09,MSFT,349.63,350.52,343.55,347.18,8210758
2023-11-10,AMZN,307.03,314.63,306.84,310.83,80082459
2023-11-11,MSFT,495.07,510.78,485.14,494.68,92608713
2023-11-12,GOOG,472.96,483.25,465.09,477.56,15163235
2023-11-13,AMZN,283.5,302.91,270.12,299.49,11007628
2023-11-14,AAPL,290.75,293.1,278.72,279.47,8760865
2023-11-15,MSFT,136.03,137.27,135.34,135.88,48620143
2023-11-16,MSFT,301.85,306.68,299.89,304.39,19381533
2023-11-17,AMZN,225.29,241.39,221.12,237.98,79565112
2023-11-18,AAPL,241.02,259.53,235.13,241.8,69876864
2023-11-19,AMZN,436.46,438.35,421.91,429.59,15888670
2023-11-20,MSFT,403.52,406.46,386.69,402.04,3160797
2023-11-21,MSFT,369.8,388.32,362.43,383.82,47759291
2023-11-22,AAPL,423.96,434.94,422.06,427.82,57831553
2023-11-23,AAPL,338.57,345.26,330.79,336.94,23867005
2023-11-24,GOOG,385.43,391.88,383.89,386.55,57123228
2023-11-25,TSLA,250.22,268.42,244.82,245.43,26151605
2023-11-26,AAPL,469.45,473.79,451.87,457.34,42995896
2023-11-27,GOOG,295.89,304.47,292.12,298.23,28279605
2023-11-28,MSFT,285.57,303.84,272.29,273.97,12652675
2023-11-29,MSFT,274.73,281.5,271.09,279.79,26434489
2023-11-30,AMZN,289.9,292.58,286.78,291.61,63151676
2023-12-01,MSFT,171.88,176.32,154.8,165.28,33253683
2023-12-02,TSLA,447.1,449.34,433.57,443.19,94296572
2023-12-03,MSFT,334.68,335.31,324.87,334.81,38286597
2023-12-04,MSFT,351.5,366.48,339.37,359.4,1706008
2023-12-05,GOOG,203.86,212.86,195.2,209.54,93046630
2023-12-06,MSFT,250.62,251.84,242.81,247.17,56259280
2023-12-07,GOOG,426.1,443.7,409.91,426.59,91272570
2023-12-08,GOOG,146.08,161.01,144.28,148.34,33211455
2023-12-09,AMZN,392.34,396.9,384.09,396.81,85956388
2023-12-10,TSLA,231.04,240.35,216.88,238.74,81002234
2023-12-11,AAPL,106.96,110.83,89.99,102.63,48562037
2023-12-12,MSFT,215.37,229.6,207.43,225.61,60591362
2023-12-13,TSLA,104.85,124.52,104.26,113.63,73314234
2023-12-14,AMZN,344.54,361.88,341.57,352.2,12688610
2023-12-15,AMZN,103.35,107.28,101.36,104.0,25988785
2023-12-16,GOOG,126.77,136.43,109.05,111.87,48280588
2023-12-17,AAPL,377.9,386.13,375.87,385.52,59055482
2023-12-18,AMZN,428.42,435.54,417.82,434.24,14100389
2023-12-19,AAPL,335.96,353.68,320.89,331.22,69047191
2023-12-20,MSFT,399.08,415.62,383.87,405.22,38825121
2023-12-21,GOOG,187.22,195.04,170.58,190.82,88894758
2023-12-22,TSLA,267.54,283.78,264.62,265.23,11127359
2023-12-23,GOOG,382.64,387.51,379.81,386.76,95519185
2023-12-24,GOOG,216.55,220.22,208.8,219.07,52422291
2023-12-25,MSFT,139.52,147.36,139.49,139.49,56971998
2023-12-26,AMZN,449.65,455.42,439.36,440.35,82328883
2023-12-27,GOOG,487.92,500.97,471.39,477.72,38788165
2023-12-28,AMZN,230.61,244.18,219.21,235.09,71479333
2023-12-29,TSLA,352.12,356.49,343.16,350.82,81349389
2023-12-30,AMZN,120.21,140.13,108.37,136.92,76871037
2023-12-31,AAPL,191.24,207.51,185.52,202.39,39587481
2023-01-01,AMZN,391.11,393.89,374.08,387.15,1334964
2023-01-02,AAPL,140.75,153.11,127.01,142.16,74924972
2023-01-03,AAPL,489.44,490.84,475.22,482.2,56476602
2023-01-04,AAPL,345.35,347.19,344.05,346.23,35634540
2023-01-05,GOOG,144.16,158.7,125.02,157.37,32287132
2023-01-06,MSFT,446.23,452.27,441.16,448.4,31845863
2023-01-07,GOOG,260.18,276.79,240.84,251.93,65203364
2023-01-08,AMZN,194.19,205.57,178.93,182.05,9267531
2023-01-09,AMZN,309.49,316.18,295.04,300.09,76158714
2023-01-10,AMZN,497.48,508.99,487.01,488.03,4378320
2023-01-11,AMZN,230.22,237.27,212.99,214.14,43670274
2023-01-12,MSFT,160.32,173.41,144.97,148.81,27466908
2023-01-13,AMZN,123.65,133.64,121.15,133.4,27762094
2023-01-14,GOOG,333.99,346.39,319.46,332.95,2750796
2023-01-15,AAPL,441.7,443.38,428.53,443.25,49782368
2023-01-16,GOOG,175.07,189.3,164.53,178.91,67272989
2023-01-17,TSLA,470.68,484.63,454.4,475.02,17606992
2023-01-18,GOOG,177.43,185.51,171.88,180.45,48562320
2023-01-19,AMZN,417.7,433.18,407.22,433.12,96992752
2023-01-20,TSLA,288.96,301.74,288.88,295.32,41182038
2023-01-21,AMZN,392.49,410.05,385.86,389.4,53176653
2023-01-22,AAPL,491.68,498.44,479.29,479.66,15982018
2023-01-23,AAPL,161.22,171.09,144.23,168.21,59545923
2023-01-24,TSLA,200.86,219.3,200.42,214.06,74122436
2023-01-25,TSLA,208.26,226.72,200.84,223.14,14737998
2023-01-26,AMZN,152.35,171.79,132.63,148.93,11565473
2023-01-27,AMZN,497.58,507.93,483.49,493.4,17276032
2023-01-28,AMZN,247.72,255.2,235.16,241.68,83783915
2023-01-29,MSFT,484.12,496.27,464.69,482.01,82193260
2023-01-30,TSLA,429.99,441.96,415.24,424.66,39286064
2023-01-31,GOOG,202.59,213.82,190.35,194.05,77589832
2023-02-01,AAPL,299.22,307.54,298.31,301.29,26845759
2023-02-02,AMZN,152.97,161.96,148.27,151.94,98472338
2023-02-03,AMZN,382.48,388.92,370.84,382.99,9380887
2023-02-04,TSLA,256.96,264.66,244.97,263.59,4661206
2023-02-05,GOOG,419.38,421.78,409.8,416.5,80811129
2023-02-06,AMZN,492.05,510.44,483.81,496.51,54031444
2023-02-07,GOOG,446.63,463.56,442.87,445.59,41341720
2023-02-08,AAPL,445.67,449.5,440.89,446.11,43305508
2023-02-09,TSLA,139.24,141.15,138.4,140.97,77152566
2023-02-10,AAPL,385.04,386.23,376.2,377.38,19599278
2023-02-11,AAPL,176.04,188.5,161.05,183.95,99303905
2023-02-12,AMZN,338.66,354.77,331.16,342.09,21664137
2023-02-13,TSLA,191.57,197.37,190.56,196.37,11539708
2023-02-14,AMZN,451.34,464.67,435.48,456.15,3690743
2023-02-15,TSLA,365.27,370.48,346.34,361.26,15885355
2023-02-16,GOOG,334.34,342.51,326.93,327.83,8289710
2023-02-17,GOOG,385.46,397.7,368.66,373.37,52910760
2023-02-18,AMZN,409.8,426.6,396.44,425.11,86938264
2023-02-19,AAPL,255.23,272.75,237.97,248.57,88124632
2023-02-20,AMZN,198.1,198.7,190.57,194.28,9472431
2023-02-21,MSFT,134.09,144.62,123.08,133.47,45594868
2023-02-22,TSLA,488.34,506.08,486.92,503.99,72995004
2023-02-23,TSLA,228.37,248.25,216.25,217.59,81417660
2023-02-24,MSFT,143.6,143.7,135.78,139.35,57391893
2023-02-25,AMZN,384.37,400.03,364.61,392.64,6691416
2023-02-26,TSLA,499.96,515.11,482.54,486.05,37353503
2023-02-27,GOOG,465.4,473.21,462.24,463.12,48179055
2023-02-28,AMZN,462.2,478.19,443.83,460.62,87527692
2023-03-01,GOOG,117.49,129.29,105.44,108.63,34050449
2023-03-02,AAPL,435.38,438.06,424.39,435.76,20761631
2023-03-03,TSLA,415.79,431.65,399.28,410.65,14936725
2023-03-04,MSFT,476.71,485.04,474.53,476.53,60327188
2023-03-05,MSFT,106.18,112.44,104.29,109.05,12037608
2023-03-06,AAPL,429.49,437.71,417.01,435.47,41888754
2023-03-07,GOOG,369.6,369.72,364.08,364.76,9653758
2023-03-08,AAPL,293.8,311.37,287.6,302.91,59514833
2023-03-09,AMZN,247.11,264.82,231.18,242.09,40151436
2023-03-10,MSFT,294.7,305.19,278.54,284.24,81836659
2023-03-11,AAPL,340.69,347.86,330.35,342.21,87745740
2023-03-12,TSLA,199.47,203.5,196.79,197.54,76851519
2023-03-13,TSLA,448.38,456.01,428.88,447.12,40726138
2023-03-14,AMZN,443.49,443.97,433.56,442.55,79383638
2023-03-15,TSLA,444.72,456.58,442.43,456.23,94430263
2023-03-16,TSLA,114.74,118.41,104.03,104.24,27865960
2023-03-17,TSLA,405.65,412.54,399.71,410.36,3005617
2023-03-18,GOOG,300.88,308.63,281.12,296.38,72680942
2023-03-19,MSFT,288.6,304.77,279.76,296.74,55240072
2023-03-20,MSFT,356.56,363.26,342.63,346.93,8633213
2023-03-21,GOOG,328.37,341.9,322.58,339.9,40992216
2023-03-22,AAPL,377.53,378.26,361.83,368.27,51504328
2023-03-23,MSFT,249.12,251.05,239.45,246.75,72141148
2023-03-24,AMZN,199.82,207.5,199.54,202.61,13910149
2023-03-25,TSLA,437.66,444.59,418.51,438.39,44890641
2023-03-26,AAPL,317.99,325.53,308.26,310.06,33611138
2023-03-27,MSFT,210.53,222.27,200.25,205.57,22243116
2023-03-28,TSLA,207.88,217.19,201.87,202.8,21632790
2023-03-29,MSFT,264.84,275.67,252.28,264.93,53621427
2023-03-30,AMZN,382.85,396.14,364.18,371.3,95036719
2023-03-31,GOOG,164.91,176.34,162.87,163.56,60516470
2023-04-01,GOOG,285.99,305.86,279.49,293.24,79715572
2023-04-02,MSFT,134.88,149.63,129.56,148.04,81709509
2023-04-03,MSFT,182.56,202.12,169.67,184.73,65622666
2023-04-04,TSLA,373.35,383.26,360.22,373.78,63945245
2023-04-05,MSFT,261.79,275.09,253.32,270.54,3734341
2023-04-06,AAPL,308.37,313.63,305.82,311.64,98276801
2023-04-07,AAPL,214.53,231.69,212.06,218.76,17883880
2023-04-08,TSLA,172.75,175.92,159.05,173.77,30016401
2023-04-09,TSLA,425.94,431.42,405.97,406.61,64861383
2023-04-10,AMZN,274.3,291.63,256.06,261.59,62894309
2023-04-11,AAPL,255.6,257.15,240.62,246.83,95044798
2023-04-12,AAPL,239.47,244.28,237.57,240.31,40161764
2023-04-13,GOOG,159.65,159.7,149.73,152.15,84911116
2023-04-14,GOOG,151.12,169.6,137.57,167.94,39284202
2023-04-15,GOOG,230.25,242.6,222.66,241.14,81341516
2023-04-16,AMZN,468.62,485.64,457.1,470.97,64302800
2023-04-17,GOOG,444.77,447.22,440.47,440.53,24598383
2023-04-18,AAPL,315.05,315.54,299.22,302.18,12735658
2023-04-19,AAPL,388.88,394.26,377.7,384.65,70736660
2023-04-20,AAPL,261.45,278.47,249.36,277.01,50861089
2023-04-21,TSLA,102.87,104.93,83.48,90.17,75286081
2023-04-22,MSFT,179.68,199.23,165.48,168.47,27641163
2023-04-23,AAPL,106.63,112.96,99.62,102.42,37422086
2023-04-24,GOOG,300.41,318.5,298.2,302.44,31381902
2023-04-25,AAPL,269.55,289.06,255.09,283.81,67131151
2023-04-26,AMZN,404.36,423.13,393.86,404.01,5917120
2023-04-27,AAPL,333.79,353.67,316.34,317.03,38707548
2023-04-28,MSFT,254.74,272.24,239.74,268.71,82651262
2023-04-29,AAPL,229.51,229.99,224.2,226.47,6439892
2023-04-30,TSLA,437.21,443.97,435.84,438.19,11480049
2023-05-01,GOOG,182.6,185.31,175.24,181.88,58307198
2023-05-02,MSFT,236.74,252.72,229.25,231.06,79220351
2023-05-03,AMZN,445.23,453.44,434.82,446.02,14599333
2023-05-04,AMZN,161.46,181.39,159.01,159.13,57986578
2023-05-05,GOOG,401.41,409.97,393.53,394.95,39050628
2023-05-06,GOOG,223.71,241.55,204.06,209.79,74910259
2023-05-07,AMZN,386.22,396.19,379.9,391.42,53878334
2023-05-08,MSFT,304.14,318.84,295.88,305.95,76379120
2023-05-09,GOOG,261.8,271.07,250.33,259.84,39892908
2023-05-10,MSFT,101.52,103.19,86.84,100.33,55441911
2023-05-11,AAPL,388.79,392.23,388.49,389.84,15448389
2023-05-12,AMZN,349.38,363.94,330.22,359.24,38195383
2023-05-13,TSLA,296.38,304.55,286.62,292.59,66717600
2023-05-14,AAPL,304.77,322.72,298.65,300.07,90747004
2023-05-15,AAPL,233.82,239.43,230.65,235.63,69109214
2023-05-16,TSLA,114.81,124.7,114.65,121.36,47205780
2023-05-17,MSFT,399.69,408.05,383.86,404.59,49945164
2023-05-18,AAPL,308.36,313.14,290.53,306.65,79077290
2023-05-19,AAPL,258.49,258.92,248.11,249.71,43923292
2023-05-20,AMZN,214.25,222.65,196.96,210.58,8381061
2023-05-21,TSLA,327.01,342.42,316.37,334.5,93579159
2023-05-22,GOOG,108.15,111.25,88.21,93.37,38863372
2023-05-23,AAPL,286.98,287.98,267.38,286.36,26382204
2023-05-24,AAPL,282.89,294.24,273.81,273.86,7865771
2023-05-25,TSLA,343.72,344.05,331.88,332.53,70564063
2023-05-26,AAPL,478.32,496.72,471.73,477.4,41480034
2023-05-27,MSFT,372.65,392.29,357.27,380.52,9126516
2023-05-28,AAPL,197.47,203.04,192.58,192.78,22945343
2023-05-29,MSFT,366.64,383.82,362.4,377.45,79050632
2023-05-30,AAPL,237.25,239.1,227.74,235.27,9951617
2023-05-31,MSFT,493.84,501.58,476.93,486.55,85332809
2023-06-01,AMZN,282.87,299.27,265.58,283.29,62072006
2023-06-02,TSLA,209.56,222.93,198.06,213.34,42530811
2023-06-03,MSFT,130.44,136.89,129.78,132.68,47664721
2023-06-04,AAPL,336.79,351.02,323.92,330.65,46906733
2023-06-05,MSFT,347.25,350.88,333.78,346.29,67193930
2023-06-06,AAPL,454.8,468.33,450.87,462.81,92699332
2023-06-07,AMZN,217.85,228.29,201.25,212.41,79758674
2023-06-08,AAPL,132.18,146.39,127.54,138.64,37360493
2023-06-09,TSLA,255.4,271.39,241.84,263.85,77018218
2023-06-10,TSLA,338.19,340.55,320.06,332.06,80944957
2023-06-11,GOOG,358.21,358.92,342.88,349.74,20329683
2023-06-12,AMZN,130.67,135.56,122.43,124.76,68598327
2023-06-13,GOOG,150.63,169.15,137.1,162.91,2249518
2023-06-14,TSLA,244.12,245.03,232.16,242.83,19722578
2023-06-15,TSLA,326.98,338.57,308.05,325.33,21620596
2023-06-16,AMZN,306.67,313.72,304.91,310.61,31492203
2023-06-17,MSFT,375.87,394.95,360.94,381.95,14059948
2023-06-18,TSLA,351.71,369.3,338.85,367.79,54617303
2023-06-19,AAPL,141.87,148.77,130.8,130.96,81930516
2023-06-20,TSLA,436.72,444.0,434.16,443.6,41800103
2023-06-21,AMZN,354.42,371.61,344.56,358.53,38035333
2023-06-22,TSLA,366.08,382.89,354.95,358.04,88800389
2023-06-23,AMZN,381.21,382.19,365.61,371.48,90956383
2023-06-24,TSLA,227.96,237.28,209.02,210.55,77244941
2023-06-25,TSLA,290.56,299.41,283.31,298.29,79378279
2023-06-26,GOOG,298.29,307.22,285.27,291.82,94137831
2023-06-27,AAPL,392.86,404.73,386.06,396.7,15584591
2023-06-28,TSLA,379.11,382.35,367.11,373.23,27257095
2023-06-29,MSFT,243.8,263.67,230.24,231.77,44302849
2023-06-30,AMZN,154.21,160.66,151.67,155.08,61208669
2023-07-01,TSLA,219.24,231.39,200.71,216.96,67908580
2023-07-02,GOOG,170.18,177.76,155.97,167.86,5364854
2023-07-03,AAPL,470.77,484.21,460.4,463.35,25276663
2023-07-04,GOOG,155.95,157.37,144.44,157.18,40529507
2023-07-05,AAPL,353.73,359.03,352.24,357.8,63522833
2023-07-06,AMZN,222.02,239.62,220.04,231.51,45936824
2023-07-07,MSFT,459.15,476.72,444.7,475.46,30095223
2023-07-08,AAPL,222.27,229.02,217.91,219.65,89618691
2023-07-09,AMZN,396.9,408.89,387.28,398.52,25098520
2023-07-10,AMZN,318.99,325.29,302.22,307.59,62584470
2023-07-11,TSLA,277.57,279.68,260.71,266.08,89879281
2023-07-12,AAPL,376.92,380.97,363.47,377.67,67506252
2023-07-13,MSFT,497.6,512.24,488.55,499.89,71774964
2023-07-14,MSFT,380.02,382.07,374.36,380.65,54906971
2023-07-15,AMZN,475.93,493.72,465.16,471.48,66530874
2023-07-16,MSFT,187.64,197.44,182.47,188.2,49145015
2023-07-17,AMZN,267.82,277.25,262.05,275.09,33244736
